数据年月,商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,贸易方式编码,贸易方式名称,注册地编码,注册地名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
202001,1012900,"其他马,改良种用除外",309,荷兰,10,一般贸易,11,北京市,15920,千克,71,头,"4,044,026"
202001,1012900,"其他马,改良种用除外",609,新西兰,10,一般贸易,11,北京市,7200,千克,18,头,"4,475,464"
202001,1013090,"其他驴,改良种用除外",146,吉尔吉斯斯坦,19,边境小额贸易,65,新疆维吾尔自治区,113580,千克,1000,头,"849,983"
202001,1022100,改良种用家牛,601,澳大利亚,10,一般贸易,11,北京市,793535,千克,2693,头,"33,913,450"
202001,1022100,改良种用家牛,609,新西兰,10,一般贸易,11,北京市,472500,千克,1750,头,"26,266,000"
202001,1022900,"其他家牛,改良种用除外",601,澳大利亚,10,一般贸易,11,北京市,6025925,千克,20716,头,"235,871,422"
202001,1022900,"其他家牛,改良种用除外",609,新西兰,10,一般贸易,11,北京市,1336500,千克,4950,头,"55,370,330"
202001,1031000,改良种用猪,302,丹麦,10,一般贸易,11,北京市,45000,千克,1000,头,"13,336,835"
202001,1031000,改良种用猪,305,法国,10,一般贸易,11,北京市,69750,千克,1395,头,"15,763,133"
202001,1051110,"改良种用鸡,改良种用除外,重量≤185g",609,新西兰,10,一般贸易,11,北京市,1556,千克,33280,只,"5,106,528"
202001,1061110,改良种用灵长目动物,136,泰国,10,一般贸易,35,福建省,472,千克,78,只,"164,219"
202001,1061110,改良种用灵长目动物,344,俄罗斯,10,一般贸易,12,天津市,16,千克,2,只,"139,938"
202001,1061190,"其他灵长目动物,改良种用除外",135,叙利亚,10,一般贸易,12,天津市,200,千克,147,只,"519,323"
202001,1061211,改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮,116,日本,10,一般贸易,44,广东省,581,千克,4,只,"2,386,394"
202001,1061490,"其他家兔及野兔,改良种用除外",502,美国,10,一般贸易,44,广东省,80,千克,40,只,"167,933"
202001,1061910,其他改良种用哺乳动物,136,泰国,10,一般贸易,21,辽宁省,500,千克,10,只,"769,659"
202001,1061910,其他改良种用哺乳动物,244,南非,10,一般贸易,11,北京市,130,千克,11,只,"2,693,807"
202001,1061910,其他改良种用哺乳动物,302,丹麦,10,一般贸易,23,黑龙江省,24602,千克,9929,只,"5,877,707"
202001,1061910,其他改良种用哺乳动物,501,加拿大,10,一般贸易,51,四川省,158,千克,2,只,"1,399,380"
202001,1061990,"未列名哺乳动物,改良种用除外",116,日本,10,一般贸易,11,北京市,3,千克,140,只,"286,180"
202001,1061990,"未列名哺乳动物,改良种用除外",116,日本,10,一般贸易,31,上海市,7,千克,110,只,"423,769"
202001,1061990,"未列名哺乳动物,改良种用除外",116,日本,10,一般贸易,32,江苏省,7,千克,328,只,"833,738"
202001,1061990,"未列名哺乳动物,改良种用除外",132,新加坡,10,一般贸易,11,北京市,2,千克,58,只,"5,606"
202001,1061990,"未列名哺乳动物,改良种用除外",132,新加坡,39,其他,11,北京市,0,千克,5,只,871
202001,1061990,"未列名哺乳动物,改良种用除外",244,南非,10,一般贸易,12,天津市,32,千克,32,只,"81,057"
202001,1061990,"未列名哺乳动物,改良种用除外",244,南非,10,一般贸易,44,广东省,130,千克,100,只,"210,537"
202001,1061990,"未列名哺乳动物,改良种用除外",303,英国,39,其他,31,上海市,0,千克,2,只,"6,940"
202001,1061990,"未列名哺乳动物,改良种用除外",330,瑞典,39,其他,11,北京市,1,千克,23,只,"6,475"
202001,1061990,"未列名哺乳动物,改良种用除外",352,捷克,10,一般贸易,31,上海市,0,千克,7,只,"27,085"
202001,1061990,"未列名哺乳动物,改良种用除外",434,秘鲁,10,一般贸易,41,河南省,160,千克,20,只,"438,618"
202001,1061990,"未列名哺乳动物,改良种用除外",501,加拿大,39,其他,11,北京市,0,千克,10,只,"4,048"
202001,1061990,"未列名哺乳动物,改良种用除外",502,美国,10,一般贸易,11,北京市,23,千克,455,只,"948,066"
202001,1061990,"未列名哺乳动物,改良种用除外",502,美国,10,一般贸易,32,江苏省,0,千克,2,只,"8,219"
202001,1061990,"未列名哺乳动物,改良种用除外",502,美国,34,海关特殊监管区域物流货物,31,上海市,24,千克,120,只,"59,837"
202001,1061990,"未列名哺乳动物,改良种用除外",502,美国,39,其他,11,北京市,0,千克,59,只,"36,454"
202001,1061990,"未列名哺乳动物,改良种用除外",502,美国,39,其他,31,上海市,1,千克,48,只,"71,863"
202001,1061990,"未列名哺乳动物,改良种用除外",502,美国,39,其他,32,江苏省,2,千克,42,只,"38,397"
202001,1062020,食用爬行动物,112,印度尼西亚,10,一般贸易,44,广东省,1285,千克,2500,只,"53,957"
202001,1062020,食用爬行动物,129,菲律宾,10,一般贸易,31,上海市,1404,千克,1618,只,"39,412"
202001,1062020,食用爬行动物,129,菲律宾,10,一般贸易,35,福建省,4156,千克,3869,只,"116,345"
202001,1062020,食用爬行动物,129,菲律宾,10,一般贸易,44,广东省,255,千克,319,只,"7,159"
202001,1062020,食用爬行动物,136,泰国,10,一般贸易,44,广东省,4697,千克,2623,只,"164,811"
202001,1062020,食用爬行动物,143,中国台湾,10,一般贸易,35,福建省,6834,千克,4422,只,"102,226"
202001,1062090,未列名爬行动物,434,秘鲁,10,一般贸易,44,广东省,300,千克,20000,只,"421,073"
202001,1063910,其他改良种用鸟,252,刚果民主共和国,10,一般贸易,12,天津市,350,千克,50,只,"192,992"
202001,1063910,其他改良种用鸟,312,西班牙,39,其他,44,广东省,29,千克,2,只,"1,124,453"
202001,1063990,未列名鸟,301,比利时,10,一般贸易,32,江苏省,284,千克,560,只,"2,739,769"
202001,1064990,"其他昆虫,改良种用除外",116,日本,39,其他,31,上海市,0,千克,11,只,88
202001,1064990,"其他昆虫,改良种用除外",502,美国,10,一般贸易,33,浙江省,0,千克,51,只,"1,607"
202001,1064990,"其他昆虫,改良种用除外",502,美国,39,其他,11,北京市,0,千克,40,只,610
202001,1069090,"其他活动物,改良种用除外",143,中国台湾,10,一般贸易,35,福建省,1,千克,220,只,"2,100"
202001,1069090,"其他活动物,改良种用除外",502,美国,10,一般贸易,11,北京市,4,千克,100,只,"31,242"
202001,1069090,"其他活动物,改良种用除外",502,美国,39,其他,33,浙江省,0,千克,50,只,"4,196"
202001,2012000,鲜或冷的带骨牛肉,502,美国,10,一般贸易,12,天津市,206,千克,0,?,"29,358"
202001,2012000,鲜或冷的带骨牛肉,502,美国,10,一般贸易,31,上海市,2729,千克,0,?,"443,153"
202001,2012000,鲜或冷的带骨牛肉,601,澳大利亚,10,一般贸易,11,北京市,34322,千克,0,?,"1,157,854"
202001,2012000,鲜或冷的带骨牛肉,601,澳大利亚,10,一般贸易,31,上海市,79724,千克,0,?,"5,951,254"
202001,2012000,鲜或冷的带骨牛肉,601,澳大利亚,10,一般贸易,35,福建省,20210,千克,0,?,"1,000,158"
202001,2012000,鲜或冷的带骨牛肉,601,澳大利亚,10,一般贸易,44,广东省,8,千克,0,?,"1,016"
202001,2012000,鲜或冷的带骨牛肉,601,澳大利亚,34,海关特殊监管区域物流货物,31,上海市,3138,千克,0,?,"382,654"
202001,2012000,鲜或冷的带骨牛肉,609,新西兰,10,一般贸易,12,天津市,4476,千克,0,?,"329,407"
202001,2013000,鲜或冷的去骨牛肉,234,纳米比亚,10,一般贸易,31,上海市,20450,千克,0,?,"941,094"
202001,2013000,鲜或冷的去骨牛肉,305,法国,10,一般贸易,31,上海市,3120,千克,0,?,"253,005"
202001,2013000,鲜或冷的去骨牛肉,309,荷兰,10,一般贸易,31,上海市,458,千克,0,?,"56,156"
202001,2013000,鲜或冷的去骨牛肉,402,阿根廷,10,一般贸易,31,上海市,183270,千克,0,?,"8,070,346"
202001,2013000,鲜或冷的去骨牛肉,444,乌拉圭,10,一般贸易,31,上海市,16955,千克,0,?,"788,907"
202001,2013000,鲜或冷的去骨牛肉,444,乌拉圭,10,一般贸易,33,浙江省,15820,千克,0,?,"752,699"
202001,2013000,鲜或冷的去骨牛肉,502,美国,10,一般贸易,12,天津市,1075,千克,0,?,"160,706"
202001,2013000,鲜或冷的去骨牛肉,502,美国,10,一般贸易,31,上海市,43259,千克,0,?,"4,090,236"
202001,2013000,鲜或冷的去骨牛肉,502,美国,10,一般贸易,32,江苏省,6217,千克,0,?,"628,603"
202001,2013000,鲜或冷的去骨牛肉,601,澳大利亚,10,一般贸易,11,北京市,252446,千克,0,?,"11,812,440"
202001,2013000,鲜或冷的去骨牛肉,601,澳大利亚,10,一般贸易,12,天津市,22845,千克,0,?,"1,014,846"
202001,2013000,鲜或冷的去骨牛肉,601,澳大利亚,10,一般贸易,21,辽宁省,72924,千克,0,?,"1,801,145"
202001,2013000,鲜或冷的去骨牛肉,601,澳大利亚,10,一般贸易,31,上海市,1258487,千克,0,?,"79,360,234"
202001,2013000,鲜或冷的去骨牛肉,601,澳大利亚,10,一般贸易,32,江苏省,632174,千克,0,?,"28,380,351"
202001,2013000,鲜或冷的去骨牛肉,601,澳大利亚,10,一般贸易,35,福建省,143765,千克,0,?,"6,907,853"
202001,2013000,鲜或冷的去骨牛肉,601,澳大利亚,10,一般贸易,41,河南省,41216,千克,0,?,"1,934,051"
202001,2013000,鲜或冷的去骨牛肉,601,澳大利亚,10,一般贸易,44,广东省,1298,千克,0,?,"113,218"
202001,2013000,鲜或冷的去骨牛肉,601,澳大利亚,34,海关特殊监管区域物流货物,31,上海市,581930,千克,0,?,"32,677,845"
202001,2013000,鲜或冷的去骨牛肉,609,新西兰,10,一般贸易,11,北京市,35997,千克,0,?,"1,672,997"
202001,2013000,鲜或冷的去骨牛肉,609,新西兰,10,一般贸易,12,天津市,177964,千克,0,?,"9,077,390"
202001,2013000,鲜或冷的去骨牛肉,609,新西兰,10,一般贸易,13,河北省,20806,千克,0,?,"956,284"
202001,2013000,鲜或冷的去骨牛肉,609,新西兰,10,一般贸易,21,辽宁省,89633,千克,0,?,"4,967,978"
202001,2013000,鲜或冷的去骨牛肉,609,新西兰,10,一般贸易,23,黑龙江省,81918,千克,0,?,"4,026,609"
202001,2013000,鲜或冷的去骨牛肉,609,新西兰,10,一般贸易,31,上海市,166753,千克,0,?,"8,100,075"
202001,2013000,鲜或冷的去骨牛肉,609,新西兰,10,一般贸易,32,江苏省,54753,千克,0,?,"3,189,059"
202001,2013000,鲜或冷的去骨牛肉,609,新西兰,10,一般贸易,35,福建省,13760,千克,0,?,"659,542"
202001,2013000,鲜或冷的去骨牛肉,609,新西兰,10,一般贸易,37,山东省,53145,千克,0,?,"2,703,304"
202001,2013000,鲜或冷的去骨牛肉,609,新西兰,10,一般贸易,43,湖南省,12800,千克,0,?,"598,809"
202001,2013000,鲜或冷的去骨牛肉,609,新西兰,10,一般贸易,44,广东省,10486,千克,0,?,"670,799"
202001,2021000,冻整头及半头牛肉,601,澳大利亚,10,一般贸易,23,黑龙江省,4481,千克,0,?,"90,924"
202001,2021000,冻整头及半头牛肉,609,新西兰,10,一般贸易,23,黑龙江省,80378,千克,0,?,"2,221,516"
202001,2022000,冻带骨牛肉,145,哈萨克斯坦,10,一般贸易,11,北京市,20050,千克,0,?,"340,850"
202001,2022000,冻带骨牛肉,145,哈萨克斯坦,10,一般贸易,21,辽宁省,22977,千克,0,?,"453,173"
202001,2022000,冻带骨牛肉,145,哈萨克斯坦,10,一般贸易,31,上海市,19300,千克,0,?,"391,616"
202001,2022000,冻带骨牛肉,145,哈萨克斯坦,10,一般贸易,44,广东省,18000,千克,0,?,"385,984"
202001,2022000,冻带骨牛肉,145,哈萨克斯坦,10,一般贸易,61,陕西省,19470,千克,0,?,"347,386"
202001,2022000,冻带骨牛肉,145,哈萨克斯坦,10,一般贸易,65,新疆维吾尔自治区,369571,千克,0,?,"6,822,486"
202001,2022000,冻带骨牛肉,234,纳米比亚,10,一般贸易,11,北京市,25573,千克,0,?,"636,566"
202001,2022000,冻带骨牛肉,234,纳米比亚,10,一般贸易,34,安徽省,138264,千克,0,?,"2,203,871"
202001,2022000,冻带骨牛肉,234,纳米比亚,10,一般贸易,37,山东省,24086,千克,0,?,"609,821"
202001,2022000,冻带骨牛肉,234,纳米比亚,10,一般贸易,43,湖南省,46591,千克,0,?,"1,108,373"
202001,2022000,冻带骨牛肉,244,南非,10,一般贸易,32,江苏省,321300,千克,0,?,"5,661,975"
202001,2022000,冻带骨牛肉,340,白俄罗斯,10,一般贸易,15,内蒙古自治区,19087,千克,0,?,"482,862"
202001,2022000,冻带骨牛肉,340,白俄罗斯,10,一般贸易,32,江苏省,43244,千克,0,?,"1,273,506"
202001,2022000,冻带骨牛肉,340,白俄罗斯,10,一般贸易,34,安徽省,60029,千克,0,?,"1,845,752"
202001,2022000,冻带骨牛肉,340,白俄罗斯,10,一般贸易,37,山东省,58134,千克,0,?,"1,736,856"
202001,2022000,冻带骨牛肉,340,白俄罗斯,10,一般贸易,41,河南省,19191,千克,0,?,"550,342"
202001,2022000,冻带骨牛肉,340,白俄罗斯,10,一般贸易,43,湖南省,369129,千克,0,?,"10,421,529"
202001,2022000,冻带骨牛肉,340,白俄罗斯,10,一般贸易,50,重庆市,39721,千克,0,?,"1,223,515"
202001,2022000,冻带骨牛肉,340,白俄罗斯,10,一般贸易,51,四川省,159896,千克,0,?,"4,542,439"
202001,2022000,冻带骨牛肉,340,白俄罗斯,10,一般贸易,65,新疆维吾尔自治区,59730,千克,0,?,"1,588,123"
202001,2022000,冻带骨牛肉,358,塞尔维亚,10,一般贸易,11,北京市,50872,千克,0,?,"1,411,227"
202001,2022000,冻带骨牛肉,358,塞尔维亚,10,一般贸易,37,山东省,24988,千克,0,?,"493,897"
202001,2022000,冻带骨牛肉,358,塞尔维亚,10,一般贸易,44,广东省,45783,千克,0,?,"588,001"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,11,北京市,198356,千克,0,?,"5,512,034"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,12,天津市,193280,千克,0,?,"5,867,842"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,21,辽宁省,25452,千克,0,?,"409,868"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,23,黑龙江省,43609,千克,0,?,"1,489,561"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,31,上海市,685304,千克,0,?,"21,758,869"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,32,江苏省,109176,千克,0,?,"3,093,900"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,33,浙江省,115093,千克,0,?,"2,003,174"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,34,安徽省,24694,千克,0,?,"422,739"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,35,福建省,232109,千克,0,?,"6,100,587"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,37,山东省,282714,千克,0,?,"7,635,774"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,41,河南省,21258,千克,0,?,"862,292"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,43,湖南省,155332,千克,0,?,"3,354,563"
202001,2022000,冻带骨牛肉,402,阿根廷,10,一般贸易,44,广东省,554920,千克,0,?,"13,637,426"
202001,2022000,冻带骨牛肉,402,阿根廷,34,海关特殊监管区域物流货物,12,天津市,6234,千克,0,?,"249,396"
202001,2022000,冻带骨牛肉,402,阿根廷,34,海关特殊监管区域物流货物,37,山东省,23081,千克,0,?,"710,798"
202001,2022000,冻带骨牛肉,412,智利,10,一般贸易,11,北京市,59582,千克,0,?,"1,860,714"
202001,2022000,冻带骨牛肉,412,智利,10,一般贸易,12,天津市,278319,千克,0,?,"7,146,580"
202001,2022000,冻带骨牛肉,412,智利,10,一般贸易,21,辽宁省,18907,千克,0,?,"510,857"
202001,2022000,冻带骨牛肉,412,智利,10,一般贸易,31,上海市,104967,千克,0,?,"2,130,213"
202001,2022000,冻带骨牛肉,412,智利,10,一般贸易,33,浙江省,30192,千克,0,?,"892,939"
202001,2022000,冻带骨牛肉,412,智利,10,一般贸易,35,福建省,19572,千克,0,?,"597,491"
202001,2022000,冻带骨牛肉,412,智利,10,一般贸易,37,山东省,47833,千克,0,?,"1,480,770"
202001,2022000,冻带骨牛肉,412,智利,10,一般贸易,43,湖南省,85804,千克,0,?,"2,866,778"
202001,2022000,冻带骨牛肉,412,智利,10,一般贸易,44,广东省,54734,千克,0,?,"1,819,896"
202001,2022000,冻带骨牛肉,412,智利,10,一般贸易,50,重庆市,15875,千克,0,?,"540,832"
202001,2022000,冻带骨牛肉,412,智利,10,一般贸易,61,陕西省,19276,千克,0,?,"579,936"
202001,2022000,冻带骨牛肉,412,智利,34,海关特殊监管区域物流货物,31,上海市,21603,千克,0,?,"758,044"
202001,2022000,冻带骨牛肉,412,智利,34,海关特殊监管区域物流货物,33,浙江省,29374,千克,0,?,"519,936"
202001,2022000,冻带骨牛肉,412,智利,34,海关特殊监管区域物流货物,37,山东省,37902,千克,0,?,"1,008,848"
202001,2022000,冻带骨牛肉,415,哥斯达黎加,10,一般贸易,12,天津市,14122,千克,0,?,"242,974"
202001,2022000,冻带骨牛肉,415,哥斯达黎加,10,一般贸易,31,上海市,123711,千克,0,?,"2,964,473"
202001,2022000,冻带骨牛肉,415,哥斯达黎加,10,一般贸易,34,安徽省,61549,千克,0,?,"1,161,671"
202001,2022000,冻带骨牛肉,415,哥斯达黎加,10,一般贸易,37,山东省,90532,千克,0,?,"1,754,147"
202001,2022000,冻带骨牛肉,415,哥斯达黎加,10,一般贸易,44,广东省,71739,千克,0,?,"1,479,328"
202001,2022000,冻带骨牛肉,415,哥斯达黎加,10,一般贸易,65,新疆维吾尔自治区,160173,千克,0,?,"2,326,809"
202001,2022000,冻带骨牛肉,415,哥斯达黎加,34,海关特殊监管区域物流货物,31,上海市,30392,千克,0,?,"550,886"
202001,2022000,冻带骨牛肉,432,巴拿马,10,一般贸易,12,天津市,44398,千克,0,?,"580,271"
202001,2022000,冻带骨牛肉,432,巴拿马,10,一般贸易,31,上海市,66914,千克,0,?,"1,256,489"
202001,2022000,冻带骨牛肉,432,巴拿马,10,一般贸易,44,广东省,29685,千克,0,?,"444,177"
202001,2022000,冻带骨牛肉,432,巴拿马,10,一般贸易,51,四川省,80546,千克,0,?,"1,386,386"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,11,北京市,428560,千克,0,?,"10,085,369"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,12,天津市,1168427,千克,0,?,"23,017,640"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,21,辽宁省,281098,千克,0,?,"4,236,913"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,23,黑龙江省,128993,千克,0,?,"2,402,472"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,31,上海市,828005,千克,0,?,"21,213,009"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,32,江苏省,290903,千克,0,?,"4,332,096"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,34,安徽省,667874,千克,0,?,"15,343,094"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,35,福建省,204891,千克,0,?,"3,903,987"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,37,山东省,779306,千克,0,?,"14,408,620"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,43,湖南省,133407,千克,0,?,"2,974,746"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,44,广东省,1421905,千克,0,?,"21,104,209"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,50,重庆市,51096,千克,0,?,"1,636,884"
202001,2022000,冻带骨牛肉,444,乌拉圭,10,一般贸易,63,青海省,53253,千克,0,?,"1,233,289"
202001,2022000,冻带骨牛肉,444,乌拉圭,34,海关特殊监管区域物流货物,12,天津市,69656,千克,0,?,"1,131,392"
202001,2022000,冻带骨牛肉,444,乌拉圭,34,海关特殊监管区域物流货物,13,河北省,22819,千克,0,?,"558,818"
202001,2022000,冻带骨牛肉,444,乌拉圭,34,海关特殊监管区域物流货物,21,辽宁省,75964,千克,0,?,"2,049,792"
202001,2022000,冻带骨牛肉,444,乌拉圭,34,海关特殊监管区域物流货物,31,上海市,50287,千克,0,?,"1,414,617"
202001,2022000,冻带骨牛肉,444,乌拉圭,34,海关特殊监管区域物流货物,33,浙江省,10056,千克,0,?,"448,132"
202001,2022000,冻带骨牛肉,444,乌拉圭,34,海关特殊监管区域物流货物,37,山东省,372802,千克,0,?,"5,528,785"
202001,2022000,冻带骨牛肉,444,乌拉圭,34,海关特殊监管区域物流货物,44,广东省,26636,千克,0,?,"727,083"
202001,2022000,冻带骨牛肉,502,美国,10,一般贸易,11,北京市,7044,千克,0,?,"615,262"
202001,2022000,冻带骨牛肉,502,美国,10,一般贸易,12,天津市,13613,千克,0,?,"1,151,539"
202001,2022000,冻带骨牛肉,502,美国,10,一般贸易,31,上海市,19228,千克,0,?,"1,824,032"
202001,2022000,冻带骨牛肉,502,美国,10,一般贸易,32,江苏省,10382,千克,0,?,"755,090"
202001,2022000,冻带骨牛肉,502,美国,10,一般贸易,34,安徽省,6864,千克,0,?,"484,711"
202001,2022000,冻带骨牛肉,502,美国,10,一般贸易,43,湖南省,465,千克,0,?,"29,940"
202001,2022000,冻带骨牛肉,502,美国,10,一般贸易,44,广东省,1243,千克,0,?,"129,805"
202001,2022000,冻带骨牛肉,502,美国,34,海关特殊监管区域物流货物,31,上海市,19547,千克,0,?,"1,516,310"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,11,北京市,561693,千克,0,?,"8,278,965"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,12,天津市,551508,千克,0,?,"12,239,822"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,13,河北省,6635,千克,0,?,"162,658"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,21,辽宁省,262881,千克,0,?,"6,506,668"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,31,上海市,1162257,千克,0,?,"31,512,611"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,32,江苏省,814026,千克,0,?,"26,846,464"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,33,浙江省,83220,千克,0,?,"2,482,059"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,34,安徽省,3691,千克,0,?,"93,285"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,35,福建省,580433,千克,0,?,"14,101,082"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,37,山东省,487211,千克,0,?,"8,812,404"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,41,河南省,24278,千克,0,?,"330,450"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,43,湖南省,633847,千克,0,?,"5,401,685"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,44,广东省,1059672,千克,0,?,"14,120,697"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,50,重庆市,133905,千克,0,?,"4,521,450"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,51,四川省,122354,千克,0,?,"1,284,976"
202001,2022000,冻带骨牛肉,601,澳大利亚,10,一般贸易,62,甘肃省,217265,千克,0,?,"6,310,078"
202001,2022000,冻带骨牛肉,601,澳大利亚,34,海关特殊监管区域物流货物,12,天津市,60804,千克,0,?,"1,871,894"
202001,2022000,冻带骨牛肉,601,澳大利亚,34,海关特殊监管区域物流货物,31,上海市,245874,千克,0,?,"6,737,310"
202001,2022000,冻带骨牛肉,601,澳大利亚,34,海关特殊监管区域物流货物,41,河南省,61729,千克,0,?,"1,642,559"
202001,2022000,冻带骨牛肉,601,澳大利亚,34,海关特殊监管区域物流货物,45,广西壮族自治区,19647,千克,0,?,"520,255"
202001,2022000,冻带骨牛肉,601,澳大利亚,34,海关特殊监管区域物流货物,62,甘肃省,41904,千克,0,?,"1,289,218"
202001,2022000,冻带骨牛肉,609,新西兰,10,一般贸易,11,北京市,112975,千克,0,?,"1,986,370"
202001,2022000,冻带骨牛肉,609,新西兰,10,一般贸易,12,天津市,213424,千克,0,?,"8,205,287"
202001,2022000,冻带骨牛肉,609,新西兰,10,一般贸易,13,河北省,16486,千克,0,?,"539,340"
202001,2022000,冻带骨牛肉,609,新西兰,10,一般贸易,21,辽宁省,839430,千克,0,?,"17,279,646"
202001,2022000,冻带骨牛肉,609,新西兰,10,一般贸易,23,黑龙江省,186256,千克,0,?,"3,160,900"
202001,2022000,冻带骨牛肉,609,新西兰,10,一般贸易,31,上海市,697972,千克,0,?,"23,078,869"
202001,2022000,冻带骨牛肉,609,新西兰,10,一般贸易,32,江苏省,91344,千克,0,?,"1,769,525"
202001,2022000,冻带骨牛肉,609,新西兰,10,一般贸易,35,福建省,63524,千克,0,?,"2,318,323"
202001,2022000,冻带骨牛肉,609,新西兰,10,一般贸易,37,山东省,723766,千克,0,?,"13,275,554"
202001,2022000,冻带骨牛肉,609,新西兰,10,一般贸易,43,湖南省,353729,千克,0,?,"12,373,362"
202001,2022000,冻带骨牛肉,609,新西兰,10,一般贸易,44,广东省,211075,千克,0,?,"8,121,457"
202001,2022000,冻带骨牛肉,609,新西兰,10,一般贸易,50,重庆市,24538,千克,0,?,"197,440"
202001,2022000,冻带骨牛肉,609,新西兰,34,海关特殊监管区域物流货物,31,上海市,649,千克,0,?,"32,944"
202001,2023000,冻去骨牛肉,145,哈萨克斯坦,10,一般贸易,11,北京市,28900,千克,0,?,"520,200"
202001,2023000,冻去骨牛肉,145,哈萨克斯坦,10,一般贸易,21,辽宁省,57005,千克,0,?,"1,926,202"
202001,2023000,冻去骨牛肉,145,哈萨克斯坦,10,一般贸易,31,上海市,35946,千克,0,?,"880,287"
202001,2023000,冻去骨牛肉,145,哈萨克斯坦,10,一般贸易,51,四川省,99507,千克,0,?,"3,356,719"
202001,2023000,冻去骨牛肉,145,哈萨克斯坦,10,一般贸易,65,新疆维吾尔自治区,57055,千克,0,?,"1,215,323"
202001,2023000,冻去骨牛肉,234,纳米比亚,10,一般贸易,11,北京市,24163,千克,0,?,"1,016,575"
202001,2023000,冻去骨牛肉,234,纳米比亚,10,一般贸易,12,天津市,47996,千克,0,?,"1,493,215"
202001,2023000,冻去骨牛肉,234,纳米比亚,10,一般贸易,37,山东省,72556,千克,0,?,"1,871,686"
202001,2023000,冻去骨牛肉,234,纳米比亚,10,一般贸易,43,湖南省,23971,千克,0,?,"521,042"
202001,2023000,冻去骨牛肉,234,纳米比亚,10,一般贸易,44,广东省,23974,千克,0,?,"640,702"
202001,2023000,冻去骨牛肉,244,南非,10,一般贸易,32,江苏省,598551,千克,0,?,"21,733,405"
202001,2023000,冻去骨牛肉,244,南非,10,一般贸易,65,新疆维吾尔自治区,237905,千克,0,?,"8,453,055"
202001,2023000,冻去骨牛肉,305,法国,10,一般贸易,12,天津市,23007,千克,0,?,"1,649,292"
202001,2023000,冻去骨牛肉,305,法国,10,一般贸易,32,江苏省,22918,千克,0,?,"1,993,253"
202001,2023000,冻去骨牛肉,305,法国,10,一般贸易,37,山东省,32558,千克,0,?,"1,595,978"
202001,2023000,冻去骨牛肉,305,法国,10,一般贸易,42,湖北省,22717,千克,0,?,"1,160,368"
202001,2023000,冻去骨牛肉,305,法国,10,一般贸易,44,广东省,23270,千克,0,?,"1,221,055"
202001,2023000,冻去骨牛肉,305,法国,33,保税监管场所进出境货物,31,上海市,209,千克,0,?,"5,015"
202001,2023000,冻去骨牛肉,305,法国,34,海关特殊监管区域物流货物,12,天津市,23265,千克,0,?,"1,803,029"
