日期,股票代码,名称,涨跌额,收盘价,总市值
2022/9/6,'600519,贵州茅台,10,1845,2.32E+12
2022/9/5,'600519,贵州茅台,-40,1835,2.31E+12
2022/9/2,'600519,贵州茅台,-5.89,1875,2.36E+12
2022/9/1,'600519,贵州茅台,-43.11,1880.89,2.36E+12
2022/8/31,'600519,贵州茅台,54,1924,2.42E+12
2022/8/30,'600519,贵州茅台,-8.82,1870,2.35E+12
2022/8/29,'600519,贵州茅台,-19.18,1878.82,2.36E+12
2022/8/26,'600519,贵州茅台,13,1898,2.38E+12
2022/8/25,'600519,贵州茅台,30.8,1885,2.37E+12
2022/8/24,'600519,贵州茅台,-15.81,1854.2,2.33E+12
2022/8/23,'600519,贵州茅台,-23.97,1870.01,2.35E+12
2022/8/22,'600519,贵州茅台,-1.03,1893.98,2.38E+12
2022/8/19,'600519,贵州茅台,-0.49,1895.01,2.38E+12
2022/8/18,'600519,贵州茅台,-22.5,1895.5,2.38E+12
2022/8/17,'600519,贵州茅台,0.16,1918,2.41E+12
2022/8/16,'600519,贵州茅台,-2.05,1917.84,2.41E+12
2022/8/15,'600519,贵州茅台,-8.11,1919.89,2.41E+12
2022/8/12,'600519,贵州茅台,21.1,1928,2.42E+12
2022/8/11,'600519,贵州茅台,30.9,1906.9,2.40E+12
2022/8/10,'600519,贵州茅台,-34,1876,2.36E+12
2022/8/9,'600519,贵州茅台,-1.53,1910,2.40E+12
2022/8/8,'600519,贵州茅台,-12.43,1911.53,2.40E+12
2022/8/5,'600519,贵州茅台,7.95,1923.96,2.42E+12
2022/8/4,'600519,贵州茅台,31.01,1916.01,2.41E+12
2022/8/3,'600519,贵州茅台,5.02,1885,2.37E+12
2022/8/2,'600519,贵州茅台,-10.32,1879.98,2.36E+12
2022/8/1,'600519,贵州茅台,-8.14,1890.3,2.37E+12
2022/7/29,'600519,贵州茅台,0.44,1898.44,2.38E+12
2022/7/28,'600519,贵州茅台,-21.6,1898,2.38E+12
2022/7/27,'600519,贵州茅台,-30.61,1919.6,2.41E+12
2022/7/26,'600519,贵州茅台,5.56,1950.21,2.45E+12
2022/7/25,'600519,贵州茅台,-2.35,1944.65,2.44E+12
2022/7/22,'600519,贵州茅台,8,1947,2.45E+12
2022/7/21,'600519,贵州茅台,-11.1,1939,2.44E+12
2022/7/20,'600519,贵州茅台,7,1950.1,2.45E+12
2022/7/19,'600519,贵州茅台,-8.56,1943.1,2.44E+12
2022/7/18,'600519,贵州茅台,2.16,1951.66,2.45E+12
2022/7/15,'600519,贵州茅台,-3.5,1949.5,2.45E+12
2022/7/14,'600519,贵州茅台,-5.89,1953,2.45E+12
2022/7/13,'600519,贵州茅台,10.48,1958.89,2.46E+12
2022/7/12,'600519,贵州茅台,-15.19,1948.41,2.45E+12
2022/7/11,'600519,贵州茅台,-35.4,1963.6,2.47E+12
2022/7/8,'600519,贵州茅台,9,1999,2.51E+12
2022/7/7,'600519,贵州茅台,-12,1990,2.50E+12
2022/7/6,'600519,贵州茅台,-31.01,2002,2.51E+12
2022/7/5,'600519,贵州茅台,15.01,2033.01,2.55E+12
2022/7/4,'600519,贵州茅台,-11.05,2018,2.54E+12
2022/7/1,'600519,贵州茅台,-15.95,2029.05,2.55E+12
2022/6/30,'600519,XD贵州茅,36.67,2045,2.57E+12
2022/6/29,'600519,贵州茅台,-6,2030,2.55E+12
2022/6/28,'600519,贵州茅台,25.45,2036,2.56E+12
2022/6/27,'600519,贵州茅台,1.54,2010.55,2.53E+12
2022/6/24,'600519,贵州茅台,51.91,2009.01,2.52E+12
2022/6/23,'600519,贵州茅台,21.1,1957.1,2.46E+12
2022/6/22,'600519,贵州茅台,-9.74,1936,2.43E+12
2022/6/21,'600519,贵州茅台,3.72,1945.74,2.44E+12
2022/6/20,'600519,贵州茅台,-8.98,1942.02,2.44E+12
2022/6/17,'600519,贵州茅台,74,1951,2.45E+12
2022/6/16,'600519,贵州茅台,1.9,1877,2.36E+12
2022/6/15,'600519,贵州茅台,4.1,1875.1,2.36E+12
2022/6/14,'600519,贵州茅台,15,1871,2.35E+12
2022/6/13,'600519,贵州茅台,-44.6,1856,2.33E+12
2022/6/10,'600519,贵州茅台,47.6,1900.6,2.39E+12
2022/6/9,'600519,贵州茅台,-12.6,1853,2.33E+12
2022/6/8,'600519,贵州茅台,47.7,1865.6,2.34E+12
2022/6/7,'600519,贵州茅台,29.9,1817.9,2.28E+12
2022/6/6,'600519,贵州茅台,2,1788,2.25E+12
2022/6/2,'600519,贵州茅台,-2.25,1786,2.24E+12
2022/6/1,'600519,贵州茅台,-15.78,1788.25,2.25E+12
2022/5/31,'600519,贵州茅台,25.62,1804.03,2.27E+12
2022/5/30,'600519,贵州茅台,23.25,1778.41,2.23E+12
2022/5/27,'600519,贵州茅台,12.36,1755.16,2.20E+12
2022/5/26,'600519,贵州茅台,-12.71,1742.8,2.19E+12
2022/5/25,'600519,贵州茅台,-4.49,1755.51,2.21E+12
2022/5/24,'600519,贵州茅台,-21,1760,2.21E+12
2022/5/23,'600519,贵州茅台,-19.01,1781,2.24E+12
2022/5/20,'600519,贵州茅台,44.01,1800.01,2.26E+12
2022/5/19,'600519,贵州茅台,-5,1756,2.21E+12
2022/5/18,'600519,贵州茅台,-7,1761,2.21E+12
2022/5/17,'600519,贵州茅台,10,1768,2.22E+12
2022/5/16,'600519,贵州茅台,-20.24,1758,2.21E+12
2022/5/13,'600519,贵州茅台,15.57,1778.24,2.23E+12
2022/5/12,'600519,贵州茅台,-5.33,1762.67,2.21E+12
2022/5/11,'600519,贵州茅台,1.81,1768,2.22E+12
2022/5/10,'600519,贵州茅台,14.19,1766.19,2.22E+12
2022/5/9,'600519,贵州茅台,-41,1752,2.20E+12
2022/5/6,'600519,贵州茅台,-44,1793,2.25E+12
2022/5/5,'600519,贵州茅台,8.62,1837,2.31E+12
2022/4/29,'600519,贵州茅台,-6.62,1828.38,2.30E+12
2022/4/28,'600519,贵州茅台,40.08,1835,2.31E+12
2022/4/27,'600519,贵州茅台,62.44,1794.92,2.25E+12
2022/4/26,'600519,贵州茅台,24.48,1732.48,2.18E+12
2022/4/25,'600519,贵州茅台,-65,1708,2.15E+12
2022/4/22,'600519,贵州茅台,-6.98,1773,2.23E+12
2022/4/21,'600519,贵州茅台,-17.02,1779.98,2.24E+12
2022/4/20,'600519,贵州茅台,6.7,1797,2.26E+12
2022/4/19,'600519,贵州茅台,-0.52,1790.3,2.25E+12
2022/4/18,'600519,贵州茅台,-15.17,1790.82,2.25E+12
2022/4/15,'600519,贵州茅台,-3.01,1805.99,2.27E+12
2022/4/14,'600519,贵州茅台,40,1809,2.27E+12
2022/4/13,'600519,贵州茅台,-13,1769,2.22E+12
2022/4/12,'600519,贵州茅台,62,1782,2.24E+12
2022/4/11,'600519,贵州茅台,-64,1720,2.16E+12
2022/4/8,'600519,贵州茅台,19,1784,2.24E+12
2022/4/7,'600519,贵州茅台,0,1765,2.22E+12
2022/4/6,'600519,贵州茅台,-15.01,1765,2.22E+12
2022/4/1,'600519,贵州茅台,61.01,1780.01,2.24E+12
2022/3/31,'600519,贵州茅台,-11.1,1719,2.16E+12
2022/3/30,'600519,贵州茅台,63.1,1730.1,2.17E+12
2022/3/29,'600519,贵州茅台,6.2,1667,2.09E+12
2022/3/28,'600519,贵州茅台,-29.2,1660.8,2.09E+12
2022/3/25,'600519,贵州茅台,-30.93,1690,2.12E+12
2022/3/24,'600519,贵州茅台,-31.26,1720.93,2.16E+12
2022/3/23,'600519,贵州茅台,57.19,1752.19,2.20E+12
2022/3/22,'600519,贵州茅台,-9.3,1695,2.13E+12
2022/3/21,'600519,贵州茅台,-3.49,1704.3,2.14E+12
2022/3/18,'600519,贵州茅台,-12.36,1707.79,2.15E+12
2022/3/17,'600519,贵州茅台,45.2,1720.15,2.16E+12
2022/3/16,'600519,贵州茅台,71.95,1674.95,2.10E+12
2022/3/15,'600519,贵州茅台,-97,1603,2.01E+12
2022/3/14,'600519,贵州茅台,-69.01,1700,2.14E+12
2022/3/11,'600519,贵州茅台,-25.42,1769.01,2.22E+12
2022/3/10,'600519,贵州茅台,15.25,1794.43,2.25E+12
2022/3/9,'600519,贵州茅台,25.98,1779.18,2.24E+12
2022/3/8,'600519,贵州茅台,46.2,1753.2,2.20E+12
2022/3/7,'600519,贵州茅台,-73.5,1707,2.14E+12
2022/3/4,'600519,贵州茅台,-19.5,1780.5,2.24E+12
2022/3/3,'600519,贵州茅台,-44.88,1800,2.26E+12
2022/3/2,'600519,贵州茅台,-13.6,1844.88,2.32E+12
2022/3/1,'600519,贵州茅台,68.08,1858.48,2.33E+12
2022/2/28,'600519,贵州茅台,-8.66,1790.4,2.25E+12
2022/2/25,'600519,贵州茅台,34.95,1799.06,2.26E+12
2022/2/24,'600519,贵州茅台,-62.9,1764.11,2.22E+12
2022/2/23,'600519,贵州茅台,19.14,1827.01,2.30E+12
2022/2/22,'600519,贵州茅台,-69.12,1807.87,2.27E+12
2022/2/21,'600519,贵州茅台,-30.01,1876.99,2.36E+12
2022/2/18,'600519,贵州茅台,20.01,1907,2.40E+12
2022/2/17,'600519,贵州茅台,-5.56,1886.99,2.37E+12
2022/2/16,'600519,贵州茅台,1.93,1892.55,2.38E+12
2022/2/15,'600519,贵州茅台,21.95,1890.62,2.37E+12
2022/2/14,'600519,贵州茅台,18.7,1868.67,2.35E+12
2022/2/11,'600519,贵州茅台,-23.03,1849.97,2.32E+12
2022/2/10,'600519,贵州茅台,-22.98,1873,2.35E+12
2022/2/9,'600519,贵州茅台,56.98,1895.98,2.38E+12
2022/2/8,'600519,贵州茅台,-28.96,1839,2.31E+12
2022/2/7,'600519,贵州茅台,-19.04,1867.96,2.35E+12
2022/1/28,'600519,贵州茅台,-78,1887,2.37E+12
2022/1/27,'600519,贵州茅台,10,1965,2.47E+12
2022/1/26,'600519,贵州茅台,12,1955,2.46E+12
2022/1/25,'600519,贵州茅台,-7.2,1943,2.44E+12
2022/1/24,'600519,贵州茅台,-34.79,1950.2,2.45E+12
2022/1/21,'600519,贵州茅台,15.47,1984.99,2.49E+12
2022/1/20,'600519,贵州茅台,57.52,1969.52,2.47E+12
2022/1/19,'600519,贵州茅台,19.73,1912,2.40E+12
2022/1/18,'600519,贵州茅台,30.66,1892.27,2.38E+12
2022/1/17,'600519,贵州茅台,-5.39,1861.61,2.34E+12
2022/1/14,'600519,贵州茅台,-10.39,1867,2.35E+12
2022/1/13,'600519,贵州茅台,-89.61,1877.39,2.36E+12
2022/1/12,'600519,贵州茅台,26.45,1967,2.47E+12
2022/1/11,'600519,贵州茅台,-25.45,1940.55,2.44E+12
2022/1/10,'600519,贵州茅台,24,1966,2.47E+12
2022/1/7,'600519,贵州茅台,-40.22,1942,2.44E+12
2022/1/6,'600519,贵州茅台,-41.78,1982.22,2.49E+12
2022/1/5,'600519,贵州茅台,-27.23,2024,2.54E+12
2022/1/4,'600519,贵州茅台,1.23,2051.23,2.58E+12
2021/12/31,'600519,贵州茅台,-25,2050,2.58E+12
2021/12/30,'600519,贵州茅台,34,2075,2.61E+12
2021/12/29,'600519,贵州茅台,-97.18,2041,2.56E+12
2021/12/28,'600519,贵州茅台,6.36,2138.18,2.69E+12
2021/12/27,'600519,贵州茅台,-62.27,2131.82,2.68E+12
2021/12/24,'600519,贵州茅台,74.09,2194.09,2.76E+12
2021/12/23,'600519,贵州茅台,72,2120,2.66E+12
2021/12/22,'600519,贵州茅台,9.8,2048,2.57E+12
2021/12/21,'600519,贵州茅台,-20.76,2038.2,2.56E+12
2021/12/20,'600519,贵州茅台,8.26,2058.96,2.59E+12
2021/12/17,'600519,贵州茅台,-68.29,2050.7,2.58E+12
2021/12/16,'600519,贵州茅台,-16.01,2118.99,2.66E+12
2021/12/15,'600519,贵州茅台,-15,2135,2.68E+12
2021/12/14,'600519,贵州茅台,31.8,2150,2.70E+12
2021/12/13,'600519,贵州茅台,28.2,2118.2,2.66E+12
2021/12/10,'600519,贵州茅台,3.45,2090,2.63E+12
2021/12/9,'600519,贵州茅台,43.55,2086.55,2.62E+12
2021/12/8,'600519,贵州茅台,87.13,2043,2.57E+12
2021/12/7,'600519,贵州茅台,-11.43,1955.87,2.46E+12
2021/12/6,'600519,贵州茅台,-4.58,1967.3,2.47E+12
2021/12/3,'600519,贵州茅台,37.88,1971.88,2.48E+12
2021/12/2,'600519,贵州茅台,1.01,1934,2.43E+12
2021/12/1,'600519,贵州茅台,2.22,1932.99,2.43E+12
2021/11/30,'600519,贵州茅台,-54.23,1930.77,2.43E+12
2021/11/29,'600519,贵州茅台,43.99,1985,2.49E+12
2021/11/26,'600519,贵州茅台,-15.02,1941.01,2.44E+12
2021/11/25,'600519,贵州茅台,15.03,1956.03,2.46E+12
2021/11/24,'600519,贵州茅台,44.57,1941,2.44E+12
2021/11/23,'600519,贵州茅台,42.16,1896.43,2.38E+12
2021/11/22,'600519,贵州茅台,25.86,1854.27,2.33E+12
2021/11/19,'600519,贵州茅台,36.41,1828.41,2.30E+12
2021/11/18,'600519,贵州茅台,-3,1792,2.25E+12
2021/11/17,'600519,贵州茅台,-13,1795,2.25E+12
2021/11/16,'600519,贵州茅台,46.86,1808,2.27E+12
2021/11/15,'600519,贵州茅台,-12.64,1761.14,2.21E+12
2021/11/12,'600519,贵州茅台,4.18,1773.78,2.23E+12
2021/11/11,'600519,贵州茅台,15.61,1769.6,2.22E+12
2021/11/10,'600519,贵州茅台,-36.02,1753.99,2.20E+12
2021/11/9,'600519,贵州茅台,-30.09,1790.01,2.25E+12
2021/11/8,'600519,贵州茅台,0.16,1820.1,2.29E+12
2021/11/5,'600519,贵州茅台,15.74,1819.94,2.29E+12
2021/11/4,'600519,贵州茅台,39.2,1804.2,2.27E+12
2021/11/3,'600519,贵州茅台,-39.64,1765,2.22E+12
2021/11/2,'600519,贵州茅台,1.64,1804.64,2.27E+12
2021/11/1,'600519,贵州茅台,-23.08,1803,2.26E+12
2021/10/29,'600519,贵州茅台,0.59,1826.08,2.29E+12
2021/10/28,'600519,贵州茅台,6.49,1825.49,2.29E+12
2021/10/27,'600519,贵州茅台,-42.05,1819,2.29E+12
2021/10/26,'600519,贵州茅台,-11.98,1861.05,2.34E+12
2021/10/25,'600519,贵州茅台,-27.97,1873.03,2.35E+12
2021/10/22,'600519,贵州茅台,57,1901,2.39E+12
2021/10/21,'600519,贵州茅台,3,1844,2.32E+12
2021/10/20,'600519,贵州茅台,28.82,1841,2.31E+12
2021/10/19,'600519,贵州茅台,12.18,1812.18,2.28E+12
2021/10/18,'600519,贵州茅台,-116.97,1800,2.26E+12
2021/10/15,'600519,贵州茅台,5.97,1916.97,2.41E+12
2021/10/14,'600519,贵州茅台,-18.9,1911,2.40E+12
2021/10/13,'600519,贵州茅台,58.91,1929.9,2.42E+12
2021/10/12,'600519,贵州茅台,3.87,1870.99,2.35E+12
2021/10/11,'600519,贵州茅台,27.52,1867.12,2.35E+12
2021/10/8,'600519,贵州茅台,9.6,1839.6,2.31E+12
2021/9/30,'600519,贵州茅台,10,1830,2.30E+12
2021/9/29,'600519,贵州茅台,-2.06,1820,2.29E+12
2021/9/28,'600519,贵州茅台,-32.94,1822.06,2.29E+12
2021/9/27,'600519,贵州茅台,161,1855,2.33E+12
2021/9/24,'600519,贵州茅台,59,1694,2.13E+12
2021/9/23,'600519,贵州茅台,-2.69,1635,2.05E+12
2021/9/22,'600519,贵州茅台,-48.31,1637.69,2.06E+12
2021/9/17,'600519,贵州茅台,47.93,1686,2.12E+12
2021/9/16,'600519,贵州茅台,22.33,1638.07,2.06E+12
2021/9/15,'600519,贵州茅台,-41.26,1615.74,2.03E+12
2021/9/14,'600519,贵州茅台,3,1657,2.08E+12
2021/9/13,'600519,贵州茅台,-8.58,1654,2.08E+12
2021/9/10,'600519,贵州茅台,28.5,1662.58,2.09E+12
2021/9/9,'600519,贵州茅台,0.98,1634.08,2.05E+12
2021/9/8,'600519,贵州茅台,-35.9,1633.1,2.05E+12
2021/9/7,'600519,贵州茅台,-1.67,1669,2.10E+12
2021/9/6,'600519,贵州茅台,12.45,1670.67,2.10E+12
2021/9/3,'600519,贵州茅台,39.42,1658.22,2.08E+12
2021/9/2,'600519,贵州茅台,-3.21,1618.8,2.03E+12
2021/9/1,'600519,贵州茅台,64.01,1622.01,2.04E+12
2021/8/31,'600519,贵州茅台,-28,1558,1.96E+12
2021/8/30,'600519,贵州茅台,-10.03,1586,1.99E+12
2021/8/27,'600519,贵州茅台,1.03,1596.03,2.00E+12
2021/8/26,'600519,贵州茅台,-70.02,1595,2.00E+12
2021/8/25,'600519,贵州茅台,39.84,1665.02,2.09E+12
2021/8/24,'600519,贵州茅台,54.99,1625.18,2.04E+12
2021/8/23,'600519,贵州茅台,22.19,1570.19,1.97E+12
2021/8/20,'600519,贵州茅台,-71.97,1548,1.94E+12
2021/8/19,'600519,贵州茅台,-0.03,1619.97,2.04E+12
2021/8/18,'600519,贵州茅台,-15,1620,2.04E+12
2021/8/17,'600519,贵州茅台,-64.2,1635,2.05E+12
2021/8/16,'600519,贵州茅台,-0.84,1699.2,2.13E+12
2021/8/13,'600519,贵州茅台,10.04,1700.04,2.14E+12
2021/8/12,'600519,贵州茅台,-60.5,1690,2.12E+12
2021/8/11,'600519,贵州茅台,-48.5,1750.5,2.20E+12
2021/8/10,'600519,贵州茅台,105.2,1799,2.26E+12
2021/8/9,'600519,贵州茅台,22.8,1693.8,2.13E+12
2021/8/6,'600519,贵州茅台,-28,1671,2.10E+12
2021/8/5,'600519,贵州茅台,-25,1699,2.13E+12
2021/8/4,'600519,贵州茅台,-25.3,1724,2.17E+12
2021/8/3,'600519,贵州茅台,-5.7,1749.3,2.20E+12
2021/8/2,'600519,贵州茅台,76.01,1755,2.20E+12
2021/7/30,'600519,贵州茅台,-70.8,1678.99,2.11E+12
2021/7/29,'600519,贵州茅台,-19.11,1749.79,2.20E+12
2021/7/28,'600519,贵州茅台,56.01,1768.9,2.22E+12
2021/7/27,'600519,贵州茅台,-91.22,1712.89,2.15E+12
2021/7/26,'600519,贵州茅台,-95.89,1804.11,2.27E+12
2021/7/23,'600519,贵州茅台,-40.01,1900,2.39E+12
2021/7/22,'600519,贵州茅台,-28.99,1940.01,2.44E+12
2021/7/21,'600519,贵州茅台,-11,1969,2.47E+12
2021/7/20,'600519,贵州茅台,5,1980,2.49E+12
2021/7/19,'600519,贵州茅台,19.1,1975,2.48E+12
2021/7/16,'600519,贵州茅台,-42.09,1955.9,2.46E+12
2021/7/15,'600519,贵州茅台,35.99,1997.99,2.51E+12
2021/7/14,'600519,贵州茅台,-20.9,1962,2.46E+12
2021/7/13,'600519,贵州茅台,21.9,1982.9,2.49E+12
2021/7/12,'600519,贵州茅台,-11.11,1961,2.46E+12
2021/7/9,'600519,贵州茅台,-12.89,1972.11,2.48E+12
2021/7/8,'600519,贵州茅台,-19,1985,2.49E+12
2021/7/7,'600519,贵州茅台,-8.9,2004,2.52E+12
2021/7/6,'600519,贵州茅台,18.9,2012.9,2.53E+12
2021/7/5,'600519,贵州茅台,-19,1994,2.50E+12
2021/7/2,'600519,贵州茅台,-92,2013,2.53E+12
2021/7/1,'600519,贵州茅台,48.3,2105,2.64E+12
2021/6/30,'600519,贵州茅台,-5.3,2056.7,2.58E+12
2021/6/29,'600519,贵州茅台,-41.01,2062,2.59E+12
2021/6/28,'600519,贵州茅台,11.01,2103.01,2.64E+12
2021/6/25,'600519,XD贵州茅,43.24,2092,2.63E+12
2021/6/24,'600519,贵州茅台,30.05,2068.05,2.60E+12
2021/6/23,'600519,贵州茅台,-36.97,2038,2.56E+12
2021/6/22,'600519,贵州茅台,-6.67,2074.97,2.61E+12
2021/6/21,'600519,贵州茅台,-9.3,2081.64,2.61E+12
2021/6/18,'600519,贵州茅台,-65.97,2090.94,2.63E+12
2021/6/17,'600519,贵州茅台,-1.09,2156.91,2.71E+12
2021/6/16,'600519,贵州茅台,-35,2158,2.71E+12
2021/6/15,'600519,贵州茅台,14.19,2193,2.75E+12
2021/6/11,'600519,贵州茅台,-59.67,2178.81,2.74E+12
2021/6/10,'600519,贵州茅台,38.98,2238.48,2.81E+12
2021/6/9,'600519,贵州茅台,8.5,2199.5,2.76E+12
2021/6/8,'600519,贵州茅台,-80,2191,2.75E+12
2021/6/7,'600519,贵州茅台,19.5,2271,2.85E+12
2021/6/4,'600519,贵州茅台,29.28,2251.5,2.83E+12
2021/6/3,'600519,贵州茅台,0.22,2222.22,2.79E+12
2021/6/2,'600519,贵州茅台,-18.95,2222,2.79E+12
2021/6/1,'600519,贵州茅台,22.95,2240.95,2.82E+12
2021/5/31,'600519,贵州茅台,-12,2218,2.79E+12
2021/5/28,'600519,贵州茅台,-15,2230,2.80E+12
2021/5/27,'600519,贵州茅台,25,2245,2.82E+12
2021/5/26,'600519,贵州茅台,25.5,2220,2.79E+12
2021/5/25,'600519,贵州茅台,123.21,2194.5,2.76E+12
2021/5/24,'600519,贵州茅台,29.19,2071.29,2.60E+12
2021/5/21,'600519,贵州茅台,-16.78,2042.1,2.57E+12
2021/5/20,'600519,贵州茅台,9.88,2058.88,2.59E+12
2021/5/19,'600519,贵州茅台,-10.31,2049,2.57E+12
2021/5/18,'600519,贵州茅台,1.35,2059.31,2.59E+12
2021/5/17,'600519,贵州茅台,48.11,2057.96,2.59E+12
2021/5/14,'600519,贵州茅台,38.35,2009.85,2.52E+12
2021/5/13,'600519,贵州茅台,-12.5,1971.5,2.48E+12
2021/5/12,'600519,贵州茅台,25,1984,2.49E+12
2021/5/11,'600519,贵州茅台,79.97,1959,2.46E+12
2021/5/10,'600519,贵州茅台,-23.97,1879.03,2.36E+12
2021/5/7,'600519,贵州茅台,-56,1903,2.39E+12
2021/5/6,'600519,贵州茅台,-47.78,1959,2.46E+12
2021/4/30,'600519,贵州茅台,-19.58,2006.78,2.52E+12
2021/4/29,'600519,贵州茅台,-15.64,2026.36,2.55E+12
2021/4/28,'600519,贵州茅台,-52.44,2042,2.57E+12
2021/4/27,'600519,贵州茅台,16.62,2094.44,2.63E+12
2021/4/26,'600519,贵州茅台,-31.12,2077.82,2.61E+12
2021/4/23,'600519,贵州茅台,53.44,2108.94,2.65E+12
2021/4/22,'600519,贵州茅台,-24.5,2055.5,2.58E+12
2021/4/21,'600519,贵州茅台,-14.8,2080,2.61E+12
2021/4/20,'600519,贵州茅台,6.8,2094.8,2.63E+12
2021/4/19,'600519,贵州茅台,33.02,2088,2.62E+12
2021/4/16,'600519,贵州茅台,39.38,2054.98,2.58E+12
2021/4/15,'600519,贵州茅台,-31.4,2015.6,2.53E+12
2021/4/14,'600519,贵州茅台,26,2047,2.57E+12
2021/4/13,'600519,贵州茅台,12.11,2021,2.54E+12
2021/4/12,'600519,贵州茅台,-11.11,2008.89,2.52E+12
2021/4/9,'600519,贵州茅台,-50,2020,2.54E+12
2021/4/8,'600519,贵州茅台,9,2070,2.60E+12
2021/4/7,'600519,贵州茅台,-65.03,2061,2.59E+12
2021/4/6,'600519,贵州茅台,-35.97,2126.03,2.67E+12
2021/4/2,'600519,贵州茅台,117.5,2162,2.72E+12
2021/4/1,'600519,贵州茅台,35.5,2044.5,2.57E+12
2021/3/31,'600519,贵州茅台,-47.05,2009,2.52E+12
2021/3/30,'600519,贵州茅台,21.95,2056.05,2.58E+12
2021/3/29,'600519,贵州茅台,21.1,2034.1,2.56E+12
2021/3/26,'600519,贵州茅台,42,2013,2.53E+12
2021/3/25,'600519,贵州茅台,-18,1971,2.48E+12
2021/3/24,'600519,贵州茅台,-7,1989,2.50E+12
2021/3/23,'600519,贵州茅台,6.01,1996,2.51E+12
2021/3/22,'600519,贵州茅台,-20.01,1989.99,2.50E+12
2021/3/19,'600519,贵州茅台,-59.7,2010,2.52E+12
2021/3/18,'600519,贵州茅台,39.34,2069.7,2.60E+12
2021/3/17,'600519,贵州茅台,19.86,2030.36,2.55E+12
2021/3/16,'600519,贵州茅台,35.05,2010.5,2.53E+12
2021/3/15,'600519,贵州茅台,-50.55,1975.45,2.48E+12
2021/3/12,'600519,贵州茅台,-22,2026,2.55E+12
2021/3/11,'600519,贵州茅台,77.99,2048,2.57E+12
2021/3/10,'600519,贵州茅台,33.02,1970.01,2.47E+12
2021/3/9,'600519,贵州茅台,-23.01,1936.99,2.43E+12
2021/3/8,'600519,贵州茅台,-100.11,1960,2.46E+12
2021/3/5,'600519,贵州茅台,27.11,2060.11,2.59E+12
2021/3/4,'600519,贵州茅台,-107,2033,2.55E+12
2021/3/3,'600519,贵州茅台,82,2140,2.69E+12
2021/3/2,'600519,贵州茅台,-100,2058,2.59E+12
2021/3/1,'600519,贵州茅台,35.22,2158,2.71E+12
2021/2/26,'600519,贵州茅台,-27.22,2122.78,2.67E+12
2021/2/25,'600519,贵州茅台,-39,2150,2.70E+12
2021/2/24,'600519,贵州茅台,-118,2189,2.75E+12
2021/2/23,'600519,贵州茅台,18.98,2307,2.90E+12
2021/2/22,'600519,贵州茅台,-171.98,2288.02,2.87E+12
2021/2/19,'600519,贵州茅台,-11,2460,3.09E+12
2021/2/18,'600519,贵州茅台,-130,2471,3.10E+12
2021/2/10,'600519,贵州茅台,144.57,2601,3.27E+12
2021/2/9,'600519,贵州茅台,87.63,2456.43,3.09E+12
2021/2/8,'600519,贵州茅台,55.8,2368.8,2.98E+12
2021/2/5,'600519,贵州茅台,-7.85,2313,2.91E+12
2021/2/4,'600519,贵州茅台,130.94,2320.85,2.92E+12
2021/2/3,'600519,贵州茅台,44.91,2189.91,2.75E+12
2021/2/2,'600519,贵州茅台,35.68,2145,2.69E+12
2021/2/1,'600519,贵州茅台,-6.86,2109.32,2.65E+12
2021/1/29,'600519,贵州茅台,28.18,2116.18,2.66E+12
2021/1/28,'600519,贵州茅台,-1,2088,2.62E+12
2021/1/27,'600519,贵州茅台,-52.89,2089,2.62E+12
2021/1/26,'600519,贵州茅台,-33.11,2141.89,2.69E+12
2021/1/25,'600519,贵州茅台,95.05,2175,2.73E+12
2021/1/22,'600519,贵州茅台,9.95,2079.95,2.61E+12
2021/1/21,'600519,贵州茅台,29.37,2070,2.60E+12
2021/1/20,'600519,贵州茅台,31.22,2040.63,2.56E+12
2021/1/19,'600519,贵州茅台,-53.59,2009.41,2.52E+12
2021/1/18,'600519,贵州茅台,-19,2063,2.59E+12
2021/1/15,'600519,贵州茅台,-52,2082,2.62E+12
2021/1/14,'600519,贵州茅台,-30,2134,2.68E+12
2021/1/13,'600519,贵州茅台,3.1,2164,2.72E+12
2021/1/12,'600519,贵州茅台,61.17,2160.9,2.71E+12
2021/1/11,'600519,贵州茅台,9.73,2099.73,2.64E+12
2021/1/8,'600519,贵州茅台,-50,2090,2.63E+12
2021/1/7,'600519,贵州茅台,40,2140,2.69E+12
2021/1/6,'600519,贵州茅台,40.55,2100,2.64E+12
2021/1/5,'600519,贵州茅台,62.45,2059.45,2.59E+12
2021/1/4,'600519,贵州茅台,-1,1997,2.51E+12
2020/12/31,'600519,贵州茅台,65,1998,2.51E+12
2020/12/30,'600519,贵州茅台,66,1933,2.43E+12
2020/12/29,'600519,贵州茅台,-6,1867,2.35E+12
2020/12/28,'600519,贵州茅台,43,1873,2.35E+12
2020/12/25,'600519,贵州茅台,-0.34,1830,2.30E+12
2020/12/24,'600519,贵州茅台,-11.31,1830.34,2.30E+12
2020/12/23,'600519,贵州茅台,-39.35,1841.65,2.31E+12
2020/12/22,'600519,贵州茅台,38.5,1881,2.36E+12
2020/12/21,'600519,贵州茅台,-2.5,1842.5,2.31E+12
2020/12/18,'600519,贵州茅台,-20.51,1845,2.32E+12
2020/12/17,'600519,贵州茅台,25.51,1865.51,2.34E+12
2020/12/16,'600519,贵州茅台,23.99,1840,2.31E+12
2020/12/15,'600519,贵州茅台,-12.99,1816.01,2.28E+12
