日期,股票代码,名称,涨跌额,收盘价,总市值
2019/1/29,'600519,贵州茅台,8,685,8.60E+11
2019/1/28,'600519,贵州茅台,-2.7,677,8.50E+11
2019/1/25,'600519,贵州茅台,7.2,679.7,8.54E+11
2019/1/24,'600519,贵州茅台,6.84,672.5,8.45E+11
2019/1/23,'600519,贵州茅台,-5.34,665.66,8.36E+11
2019/1/22,'600519,贵州茅台,-15.98,671,8.43E+11
2019/1/21,'600519,贵州茅台,3.37,686.98,8.63E+11
2019/1/18,'600519,贵州茅台,24.36,683.61,8.59E+11
2019/1/17,'600519,贵州茅台,-1.85,659.25,8.28E+11
2019/1/16,'600519,贵州茅台,1.12,661.1,8.30E+11
2019/1/15,'600519,贵州茅台,35.38,659.98,8.29E+11
2019/1/14,'600519,贵州茅台,-11.28,624.6,7.85E+11
2019/1/11,'600519,贵州茅台,17.11,635.88,7.99E+11
2019/1/10,'600519,贵州茅台,2.65,618.77,7.77E+11
2019/1/9,'600519,贵州茅台,11.33,616.12,7.74E+11
2019/1/8,'600519,贵州茅台,-0.7,604.79,7.60E+11
2019/1/7,'600519,贵州茅台,3.49,605.49,7.61E+11
2019/1/4,'600519,贵州茅台,12,602,7.56E+11
2019/1/3,'600519,贵州茅台,-8.98,590,7.41E+11
2019/1/2,'600519,贵州茅台,8.97,598.98,7.52E+11
2018/12/28,'600519,贵州茅台,27.01,590.01,7.41E+11
2018/12/27,'600519,贵州茅台,2.92,563,7.07E+11
2018/12/26,'600519,贵州茅台,-5.71,560.08,7.04E+11
2018/12/25,'600519,贵州茅台,-2.21,565.79,7.11E+11
2018/12/24,'600519,贵州茅台,0.59,568,7.14E+11
2018/12/21,'600519,贵州茅台,-7.09,567.41,7.13E+11
2018/12/20,'600519,贵州茅台,-3.3,574.5,7.22E+11
2018/12/19,'600519,贵州茅台,-13.14,577.8,7.26E+11
2018/12/18,'600519,贵州茅台,0.42,590.94,7.42E+11
2018/12/17,'600519,贵州茅台,-2.44,590.52,7.42E+11
2018/12/14,'600519,贵州茅台,-8.79,592.96,7.45E+11
2018/12/13,'600519,贵州茅台,12.75,601.75,7.56E+11
2018/12/12,'600519,贵州茅台,6.01,589,7.40E+11
2018/12/11,'600519,贵州茅台,5.76,582.99,7.32E+11
2018/12/10,'600519,贵州茅台,-9.77,577.23,7.25E+11
2018/12/7,'600519,贵州茅台,-4.8,587,7.37E+11
2018/12/6,'600519,贵州茅台,-18.3,591.8,7.43E+11
2018/12/5,'600519,贵州茅台,7.87,610.1,7.66E+11
2018/12/4,'600519,贵州茅台,1.03,602.23,7.57E+11
2018/12/3,'600519,贵州茅台,36.2,601.2,7.55E+11
2018/11/30,'600519,贵州茅台,13.4,565,7.10E+11
2018/11/29,'600519,贵州茅台,-5.4,551.6,6.93E+11
2018/11/28,'600519,贵州茅台,8.9,557,7.00E+11
2018/11/27,'600519,贵州茅台,-4.01,548.1,6.89E+11
2018/11/26,'600519,贵州茅台,-4.79,552.11,6.94E+11
2018/11/23,'600519,贵州茅台,-7.6,556.9,7.00E+11
2018/11/22,'600519,贵州茅台,-0.2,564.5,7.09E+11
2018/11/21,'600519,贵州茅台,3.1,564.7,7.09E+11
2018/11/20,'600519,贵州茅台,-7.42,561.6,7.05E+11
2018/11/19,'600519,贵州茅台,9.02,569.02,7.15E+11
2018/11/16,'600519,贵州茅台,0.3,560,7.03E+11
2018/11/15,'600519,贵州茅台,4.6,559.7,7.03E+11
2018/11/14,'600519,贵州茅台,-14.9,555.1,6.97E+11
2018/11/13,'600519,贵州茅台,18,570,7.16E+11
2018/11/12,'600519,贵州茅台,-10,552,6.93E+11
2018/11/9,'600519,贵州茅台,-8.34,562,7.06E+11
2018/11/8,'600519,贵州茅台,3.94,570.34,7.16E+11
2018/11/7,'600519,贵州茅台,0.4,566.4,7.12E+11
2018/11/6,'600519,贵州茅台,-9.8,566,7.11E+11
2018/11/5,'600519,贵州茅台,-24.1,575.8,7.23E+11
2018/11/2,'600519,贵州茅台,36.9,599.9,7.54E+11
2018/11/1,'600519,贵州茅台,14.1,563,7.07E+11
2018/10/31,'600519,贵州茅台,24.9,548.9,6.90E+11
2018/10/30,'600519,贵州茅台,-25.09,524,6.58E+11
2018/10/29,'600519,贵州茅台,-61.01,549.09,6.90E+11
2018/10/26,'600519,贵州茅台,-8.9,610.1,7.66E+11
2018/10/25,'600519,贵州茅台,-17.99,619,7.78E+11
2018/10/24,'600519,贵州茅台,-4.75,636.99,8.00E+11
2018/10/23,'600519,贵州茅台,-51.26,641.74,8.06E+11
2018/10/22,'600519,贵州茅台,23,693,8.71E+11
2018/10/19,'600519,贵州茅台,24.06,670,8.42E+11
2018/10/18,'600519,贵州茅台,-19.78,645.94,8.11E+11
2018/10/17,'600519,贵州茅台,-1.42,665.72,8.36E+11
2018/10/16,'600519,贵州茅台,0.24,667.14,8.38E+11
2018/10/15,'600519,贵州茅台,-1.1,666.9,8.38E+11
2018/10/12,'600519,贵州茅台,23.01,668,8.39E+11
2018/10/11,'600519,贵州茅台,-25.93,644.99,8.10E+11
2018/10/10,'600519,贵州茅台,-24.08,670.92,8.43E+11
2018/10/9,'600519,贵州茅台,8.85,695,8.73E+11
2018/10/8,'600519,贵州茅台,-43.85,686.15,8.62E+11
2018/9/28,'600519,贵州茅台,6,730,9.17E+11
2018/9/27,'600519,贵州茅台,-0.93,724,9.09E+11
2018/9/26,'600519,贵州茅台,27.91,724.93,9.11E+11
2018/9/25,'600519,贵州茅台,-2.99,697.02,8.76E+11
2018/9/21,'600519,贵州茅台,21.46,700.01,8.79E+11
2018/9/20,'600519,贵州茅台,-2.87,678.55,8.52E+11
2018/9/19,'600519,贵州茅台,14.72,681.42,8.56E+11
2018/9/18,'600519,贵州茅台,20.89,666.7,8.38E+11
2018/9/17,'600519,贵州茅台,2.91,645.81,8.11E+11
2018/9/14,'600519,贵州茅台,10.92,642.9,8.08E+11
2018/9/13,'600519,贵州茅台,1.98,631.98,7.94E+11
2018/9/12,'600519,贵州茅台,-16,630,7.91E+11
2018/9/11,'600519,贵州茅台,1.2,646,8.12E+11
2018/9/10,'600519,贵州茅台,-6.17,644.8,8.10E+11
2018/9/7,'600519,贵州茅台,6.97,650.97,8.18E+11
2018/9/6,'600519,贵州茅台,-13.79,644,8.09E+11
2018/9/5,'600519,贵州茅台,-17.25,657.79,8.26E+11
2018/9/4,'600519,贵州茅台,8.83,675.04,8.48E+11
2018/9/3,'600519,贵州茅台,7.02,666.21,8.37E+11
2018/8/31,'600519,贵州茅台,-21.21,659.19,8.28E+11
2018/8/30,'600519,贵州茅台,-5.45,680.4,8.55E+11
2018/8/29,'600519,贵州茅台,4.85,685.85,8.62E+11
2018/8/28,'600519,贵州茅台,-6.3,681,8.55E+11
2018/8/27,'600519,贵州茅台,27,687.3,8.63E+11
2018/8/24,'600519,贵州茅台,-9.91,660.3,8.29E+11
2018/8/23,'600519,贵州茅台,2.51,670.21,8.42E+11
2018/8/22,'600519,贵州茅台,-3.79,667.7,8.39E+11
2018/8/21,'600519,贵州茅台,26.7,671.49,8.44E+11
2018/8/20,'600519,贵州茅台,9.93,644.79,8.10E+11
2018/8/17,'600519,贵州茅台,-13.58,634.86,7.98E+11
2018/8/16,'600519,贵州茅台,-14.36,648.44,8.15E+11
2018/8/15,'600519,贵州茅台,-17.33,662.8,8.33E+11
2018/8/14,'600519,贵州茅台,0.91,680.13,8.54E+11
2018/8/13,'600519,贵州茅台,-7.96,679.22,8.53E+11
2018/8/10,'600519,贵州茅台,-4.7,687.18,8.63E+11
2018/8/9,'600519,贵州茅台,15.66,691.88,8.69E+11
2018/8/8,'600519,贵州茅台,-10.06,676.22,8.49E+11
2018/8/7,'600519,贵州茅台,16.6,686.28,8.62E+11
2018/8/6,'600519,贵州茅台,-9.31,669.68,8.41E+11
2018/8/3,'600519,贵州茅台,-16.85,678.99,8.53E+11
2018/8/2,'600519,贵州茅台,-19.1,695.84,8.74E+11
2018/8/1,'600519,贵州茅台,-11.5,714.94,8.98E+11
2018/7/31,'600519,贵州茅台,7.23,726.44,9.13E+11
2018/7/30,'600519,贵州茅台,-19.35,719.21,9.03E+11
2018/7/27,'600519,贵州茅台,2.94,738.56,9.28E+11
2018/7/26,'600519,贵州茅台,-8.19,735.62,9.24E+11
2018/7/25,'600519,贵州茅台,-1.59,743.81,9.34E+11
2018/7/24,'600519,贵州茅台,13.33,745.4,9.36E+11
2018/7/23,'600519,贵州茅台,-9.06,732.07,9.20E+11
2018/7/20,'600519,贵州茅台,0.18,741.13,9.31E+11
2018/7/19,'600519,贵州茅台,3.51,740.95,9.31E+11
2018/7/18,'600519,贵州茅台,-4.99,737.44,9.26E+11
2018/7/17,'600519,贵州茅台,-12.25,742.43,9.33E+11
2018/7/16,'600519,贵州茅台,7.69,754.68,9.48E+11
2018/7/13,'600519,贵州茅台,9.45,746.99,9.38E+11
2018/7/12,'600519,贵州茅台,17.96,737.54,9.26E+11
2018/7/11,'600519,贵州茅台,-6.18,719.58,9.04E+11
2018/7/10,'600519,贵州茅台,-1.48,725.76,9.12E+11
2018/7/9,'600519,贵州茅台,13.12,727.24,9.14E+11
2018/7/6,'600519,贵州茅台,11.73,714.12,8.97E+11
2018/7/5,'600519,贵州茅台,11.48,702.39,8.82E+11
2018/7/4,'600519,贵州茅台,-4.01,690.91,8.68E+11
2018/7/3,'600519,贵州茅台,-16.63,694.92,8.73E+11
2018/7/2,'600519,贵州茅台,-19.91,711.55,8.94E+11
2018/6/29,'600519,贵州茅台,20.53,731.46,9.19E+11
2018/6/28,'600519,贵州茅台,-11.51,710.93,8.93E+11
2018/6/27,'600519,贵州茅台,-32.36,722.44,9.08E+11
2018/6/26,'600519,贵州茅台,-10.76,754.8,9.48E+11
2018/6/25,'600519,贵州茅台,-0.97,765.56,9.62E+11
2018/6/22,'600519,贵州茅台,7.21,766.53,9.63E+11
2018/6/21,'600519,贵州茅台,-4.27,759.32,9.54E+11
2018/6/20,'600519,贵州茅台,25.59,763.59,9.59E+11
2018/6/19,'600519,贵州茅台,-35.33,738,9.27E+11
2018/6/15,'600519,XD贵州茅,-1.8,773.33,9.71E+11
2018/6/14,'600519,贵州茅台,-4.2,786.13,9.88E+11
2018/6/13,'600519,贵州茅台,-8.86,790.33,9.93E+11
2018/6/12,'600519,贵州茅台,23.46,799.19,1.00E+12
2018/6/11,'600519,贵州茅台,-2.22,775.73,9.74E+11
2018/6/8,'600519,贵州茅台,-3.02,777.95,9.77E+11
2018/6/7,'600519,贵州茅台,-4.78,780.97,9.81E+11
2018/6/6,'600519,贵州茅台,-2.3,785.75,9.87E+11
2018/6/5,'600519,贵州茅台,6.08,788.05,9.90E+11
2018/6/4,'600519,贵州茅台,36.86,781.97,9.82E+11
2018/6/1,'600519,贵州茅台,-6.02,745.11,9.36E+11
2018/5/31,'600519,贵州茅台,25.26,751.13,9.44E+11
2018/5/30,'600519,贵州茅台,-5.56,725.87,9.12E+11
2018/5/29,'600519,贵州茅台,-8.97,731.43,9.19E+11
2018/5/28,'600519,贵州茅台,23.54,740.4,9.30E+11
2018/5/25,'600519,贵州茅台,1.46,716.86,9.01E+11
2018/5/24,'600519,贵州茅台,-8.38,715.4,8.99E+11
2018/5/23,'600519,贵州茅台,-15.79,723.78,9.09E+11
2018/5/22,'600519,贵州茅台,4.75,739.57,9.29E+11
2018/5/21,'600519,贵州茅台,-4.5,734.82,9.23E+11
2018/5/18,'600519,贵州茅台,11.94,739.32,9.29E+11
2018/5/17,'600519,贵州茅台,-7.14,727.38,9.14E+11
2018/5/16,'600519,贵州茅台,-8.54,734.52,9.23E+11
2018/5/15,'600519,贵州茅台,0.65,743.06,9.33E+11
2018/5/14,'600519,贵州茅台,24.39,742.41,9.33E+11
2018/5/11,'600519,贵州茅台,3.83,718.02,9.02E+11
2018/5/10,'600519,贵州茅台,12.24,714.19,8.97E+11
2018/5/9,'600519,贵州茅台,-6.88,701.95,8.82E+11
2018/5/8,'600519,贵州茅台,10.66,708.83,8.90E+11
2018/5/7,'600519,贵州茅台,35.3,698.17,8.77E+11
2018/5/4,'600519,贵州茅台,-8.01,662.87,8.33E+11
2018/5/3,'600519,贵州茅台,3.05,670.88,8.43E+11
2018/5/2,'600519,贵州茅台,5.3,667.83,8.39E+11
2018/4/27,'600519,贵州茅台,-15.7,662.53,8.32E+11
2018/4/26,'600519,贵州茅台,-12.74,678.23,8.52E+11
2018/4/25,'600519,贵州茅台,1.09,690.97,8.68E+11
2018/4/24,'600519,贵州茅台,15.87,689.88,8.67E+11
2018/4/23,'600519,贵州茅台,3.75,674.01,8.47E+11
2018/4/20,'600519,贵州茅台,-9.7,670.26,8.42E+11
2018/4/19,'600519,贵州茅台,24.32,679.96,8.54E+11
2018/4/18,'600519,贵州茅台,-10.56,655.64,8.24E+11
2018/4/17,'600519,贵州茅台,-15.18,666.2,8.37E+11
2018/4/16,'600519,贵州茅台,-5.48,681.38,8.56E+11
2018/4/13,'600519,贵州茅台,-7.34,686.86,8.63E+11
2018/4/12,'600519,贵州茅台,-11.16,694.2,8.72E+11
2018/4/11,'600519,贵州茅台,-2.66,705.36,8.86E+11
2018/4/10,'600519,贵州茅台,9.72,708.02,8.89E+11
2018/4/9,'600519,贵州茅台,4.29,698.3,8.77E+11
2018/4/4,'600519,贵州茅台,16.1,694.01,8.72E+11
2018/4/3,'600519,贵州茅台,-2.15,677.91,8.52E+11
2018/4/2,'600519,贵州茅台,-3.56,680.06,8.54E+11
2018/3/30,'600519,贵州茅台,-5.48,683.62,8.59E+11
2018/3/29,'600519,贵州茅台,7.05,689.1,8.66E+11
2018/3/28,'600519,贵州茅台,-32.69,682.05,8.57E+11
2018/3/27,'600519,贵州茅台,1.25,714.74,8.98E+11
2018/3/26,'600519,贵州茅台,2.43,713.49,8.96E+11
2018/3/23,'600519,贵州茅台,-15.02,711.06,8.93E+11
2018/3/22,'600519,贵州茅台,-15.92,726.08,9.12E+11
2018/3/21,'600519,贵州茅台,-5.73,742,9.32E+11
2018/3/20,'600519,贵州茅台,-5.75,747.73,9.39E+11
2018/3/19,'600519,贵州茅台,13.63,753.48,9.47E+11
2018/3/16,'600519,贵州茅台,-6.62,739.85,9.29E+11
2018/3/15,'600519,贵州茅台,19.59,746.47,9.38E+11
2018/3/14,'600519,贵州茅台,16.53,726.88,9.13E+11
2018/3/13,'600519,贵州茅台,-13.6,710.35,8.92E+11
2018/3/12,'600519,贵州茅台,-4.25,723.95,9.09E+11
2018/3/9,'600519,贵州茅台,5.44,728.2,9.15E+11
2018/3/8,'600519,贵州茅台,12.72,722.76,9.08E+11
2018/3/7,'600519,贵州茅台,-8.22,710.04,8.92E+11
2018/3/6,'600519,贵州茅台,-1.85,718.26,9.02E+11
2018/3/5,'600519,贵州茅台,-16.3,720.11,9.05E+11
2018/3/2,'600519,贵州茅台,-5.56,736.41,9.25E+11
2018/3/1,'600519,贵州茅台,16.35,741.97,9.32E+11
2018/2/28,'600519,贵州茅台,-12.36,725.62,9.12E+11
2018/2/27,'600519,贵州茅台,-5.53,737.98,9.27E+11
2018/2/26,'600519,贵州茅台,1.03,743.51,9.34E+11
2018/2/23,'600519,贵州茅台,0.03,742.48,9.33E+11
2018/2/22,'600519,贵州茅台,24,742.45,9.33E+11
2018/2/14,'600519,贵州茅台,6.47,718.45,9.03E+11
2018/2/13,'600519,贵州茅台,14.5,711.98,8.94E+11
2018/2/12,'600519,贵州茅台,14.05,697.48,8.76E+11
2018/2/9,'600519,贵州茅台,-17.56,683.43,8.59E+11
2018/2/8,'600519,贵州茅台,17.56,700.99,8.81E+11
2018/2/7,'600519,贵州茅台,-25.43,683.43,8.59E+11
2018/2/6,'600519,贵州茅台,-9.37,708.86,8.90E+11
2018/2/5,'600519,贵州茅台,-22.17,718.23,9.02E+11
2018/2/2,'600519,贵州茅台,-17.33,740.4,9.30E+11
2018/2/1,'600519,贵州茅台,-6.81,757.73,9.52E+11
2018/1/31,'600519,贵州茅台,22.46,764.54,9.60E+11
2018/1/30,'600519,贵州茅台,5.76,742.08,9.32E+11
2018/1/29,'600519,贵州茅台,-40.9,736.32,9.25E+11
2018/1/26,'600519,贵州茅台,8.06,777.22,9.76E+11
2018/1/25,'600519,贵州茅台,4.7,769.16,9.66E+11
2018/1/24,'600519,贵州茅台,-9.32,764.46,9.60E+11
2018/1/23,'600519,贵州茅台,0.14,773.78,9.72E+11
2018/1/22,'600519,贵州茅台,23.46,773.64,9.72E+11
2018/1/19,'600519,贵州茅台,-0.56,750.18,9.42E+11
2018/1/18,'600519,贵州茅台,2.81,750.74,9.43E+11
2018/1/17,'600519,贵州茅台,-25.01,747.93,9.40E+11
2018/1/16,'600519,贵州茅台,-12.43,772.94,9.71E+11
2018/1/15,'600519,贵州茅台,-3.05,785.37,9.87E+11
2018/1/12,'600519,贵州茅台,13.61,788.42,9.90E+11
2018/1/11,'600519,贵州茅台,-10.9,774.81,9.73E+11
2018/1/10,'600519,贵州茅台,3.19,785.71,9.87E+11
2018/1/9,'600519,贵州茅台,30.39,782.52,9.83E+11
2018/1/8,'600519,贵州茅台,13.77,752.13,9.45E+11
2018/1/5,'600519,贵州茅台,1.29,738.36,9.28E+11
2018/1/4,'600519,贵州茅台,21.21,737.07,9.26E+11
2018/1/3,'600519,贵州茅台,12.01,715.86,8.99E+11
2018/1/2,'600519,贵州茅台,6.36,703.85,8.84E+11
2017/12/29,'600519,贵州茅台,-21.2,697.49,8.76E+11
2017/12/28,'600519,贵州茅台,54.51,718.69,9.03E+11
2017/12/27,'600519,贵州茅台,-16.63,664.18,8.34E+11
2017/12/26,'600519,贵州茅台,-7.31,680.81,8.55E+11
2017/12/25,'600519,贵州茅台,5.2,688.12,8.64E+11
2017/12/22,'600519,贵州茅台,1.18,682.92,8.58E+11
2017/12/21,'600519,贵州茅台,-3.17,681.74,8.56E+11
2017/12/20,'600519,贵州茅台,17.82,684.91,8.60E+11
2017/12/19,'600519,贵州茅台,1.32,667.09,8.38E+11
2017/12/18,'600519,贵州茅台,11.98,665.77,8.36E+11
2017/12/15,'600519,贵州茅台,-10.76,653.79,8.21E+11
2017/12/14,'600519,贵州茅台,-3.66,664.55,8.35E+11
2017/12/13,'600519,贵州茅台,16.89,668.21,8.39E+11
2017/12/12,'600519,贵州茅台,0.33,651.32,8.18E+11
2017/12/11,'600519,贵州茅台,23.71,650.99,8.18E+11
2017/12/8,'600519,贵州茅台,10.59,627.28,7.88E+11
2017/12/7,'600519,贵州茅台,-8.32,616.69,7.75E+11
2017/12/6,'600519,贵州茅台,-7.95,625.01,7.85E+11
2017/12/5,'600519,贵州茅台,-4.83,632.96,7.95E+11
2017/12/4,'600519,贵州茅台,15.44,637.79,8.01E+11
2017/12/1,'600519,贵州茅台,-8.65,622.35,7.82E+11
2017/11/30,'600519,贵州茅台,-7.12,631,7.93E+11
2017/11/29,'600519,贵州茅台,-10.11,638.12,8.02E+11
2017/11/28,'600519,贵州茅台,26.94,648.23,8.14E+11
2017/11/27,'600519,贵州茅台,-8.75,621.29,7.80E+11
2017/11/24,'600519,贵州茅台,-3.69,630.04,7.91E+11
2017/11/23,'600519,贵州茅台,-16.79,633.73,7.96E+11
2017/11/22,'600519,贵州茅台,-26.73,650.52,8.17E+11
2017/11/21,'600519,贵州茅台,-1.9,677.25,8.51E+11
2017/11/20,'600519,贵州茅台,-11.1,679.15,8.53E+11
2017/11/17,'600519,贵州茅台,-28.86,690.25,8.67E+11
2017/11/16,'600519,贵州茅台,31.03,719.11,9.03E+11
2017/11/15,'600519,贵州茅台,9.33,688.08,8.64E+11
2017/11/14,'600519,贵州茅台,-9.13,678.75,8.53E+11
2017/11/13,'600519,贵州茅台,9.93,687.88,8.64E+11
2017/11/10,'600519,贵州茅台,27.88,677.95,8.52E+11
2017/11/9,'600519,贵州茅台,-0.31,650.07,8.17E+11
2017/11/8,'600519,贵州茅台,8.31,650.38,8.17E+11
2017/11/7,'600519,贵州茅台,-10.99,642.07,8.07E+11
2017/11/6,'600519,贵州茅台,13.89,653.06,8.20E+11
2017/11/3,'600519,贵州茅台,12.25,639.17,8.03E+11
2017/11/2,'600519,贵州茅台,3.91,626.92,7.88E+11
2017/11/1,'600519,贵州茅台,4.98,623.01,7.83E+11
2017/10/31,'600519,贵州茅台,-4.05,618.03,7.76E+11
2017/10/30,'600519,贵州茅台,-27.55,622.08,7.81E+11
2017/10/27,'600519,贵州茅台,44.54,649.63,8.16E+11
2017/10/26,'600519,贵州茅台,39.42,605.09,7.60E+11
2017/10/25,'600519,贵州茅台,-1.66,565.67,7.11E+11
2017/10/24,'600519,贵州茅台,-6.08,567.33,7.13E+11
2017/10/23,'600519,贵州茅台,-0.92,573.41,7.20E+11
2017/10/20,'600519,贵州茅台,-8.27,574.33,7.21E+11
2017/10/19,'600519,贵州茅台,21.88,582.6,7.32E+11
2017/10/18,'600519,贵州茅台,3.99,560.72,7.04E+11
2017/10/17,'600519,贵州茅台,-3.96,556.73,6.99E+11
2017/10/16,'600519,贵州茅台,4.54,560.69,7.04E+11
2017/10/13,'600519,贵州茅台,12.06,556.15,6.99E+11
2017/10/12,'600519,贵州茅台,-1.45,544.09,6.83E+11
2017/10/11,'600519,贵州茅台,5.48,545.54,6.85E+11
2017/10/10,'600519,贵州茅台,12.29,540.06,6.78E+11
2017/10/9,'600519,贵州茅台,10.13,527.77,6.63E+11
2017/9/29,'600519,贵州茅台,-0.82,517.64,6.50E+11
2017/9/28,'600519,贵州茅台,10.25,518.46,6.51E+11
2017/9/27,'600519,贵州茅台,-1.08,508.21,6.38E+11
2017/9/26,'600519,贵州茅台,2.05,509.29,6.40E+11
2017/9/25,'600519,贵州茅台,7.31,507.24,6.37E+11
2017/9/22,'600519,贵州茅台,1.16,499.93,6.28E+11
2017/9/21,'600519,贵州茅台,2.57,498.77,6.27E+11
2017/9/20,'600519,贵州茅台,-0.75,496.2,6.23E+11
2017/9/19,'600519,贵州茅台,-2.02,496.95,6.24E+11
2017/9/18,'600519,贵州茅台,9.13,498.97,6.27E+11
2017/9/15,'600519,贵州茅台,-0.87,489.84,6.15E+11
2017/9/14,'600519,贵州茅台,-0.92,490.71,6.16E+11
2017/9/13,'600519,贵州茅台,6.72,491.63,6.18E+11
2017/9/12,'600519,贵州茅台,6.59,484.91,6.09E+11
2017/9/11,'600519,贵州茅台,3.95,478.32,6.01E+11
2017/9/8,'600519,贵州茅台,-6.9,474.37,5.96E+11
2017/9/7,'600519,贵州茅台,-3.71,481.27,6.05E+11
2017/9/6,'600519,贵州茅台,-5.01,484.98,6.09E+11
2017/9/5,'600519,贵州茅台,-2.43,489.99,6.16E+11
2017/9/4,'600519,贵州茅台,-2.76,492.42,6.19E+11
2017/9/1,'600519,贵州茅台,4.03,495.18,6.22E+11
2017/8/31,'600519,贵州茅台,-1.82,491.15,6.17E+11
2017/8/30,'600519,贵州茅台,3.53,492.97,6.19E+11
2017/8/29,'600519,贵州茅台,-2.6,489.44,6.15E+11
2017/8/28,'600519,贵州茅台,-0.95,492.04,6.18E+11
2017/8/25,'600519,贵州茅台,0.18,492.99,6.19E+11
2017/8/24,'600519,贵州茅台,-1.2,492.81,6.19E+11
2017/8/23,'600519,贵州茅台,6.79,494.01,6.21E+11
2017/8/22,'600519,贵州茅台,-2.51,487.22,6.12E+11
2017/8/21,'600519,贵州茅台,0.08,489.73,6.15E+11
2017/8/18,'600519,贵州茅台,-3.04,489.65,6.15E+11
2017/8/17,'600519,贵州茅台,-3.8,492.69,6.19E+11
2017/8/16,'600519,贵州茅台,0.52,496.49,6.24E+11
2017/8/15,'600519,贵州茅台,-3.86,495.97,6.23E+11
2017/8/14,'600519,贵州茅台,15.77,499.83,6.28E+11
2017/8/11,'600519,贵州茅台,-7.57,484.06,6.08E+11
2017/8/10,'600519,贵州茅台,0.78,491.63,6.18E+11
2017/8/9,'600519,贵州茅台,8.27,490.85,6.17E+11
2017/8/8,'600519,贵州茅台,1.02,482.58,6.06E+11
2017/8/7,'600519,贵州茅台,7.92,481.56,6.05E+11
2017/8/4,'600519,贵州茅台,-3.58,473.64,5.95E+11
2017/8/3,'600519,贵州茅台,-5.62,477.22,5.99E+11
2017/8/2,'600519,贵州茅台,2.6,482.84,6.07E+11
2017/8/1,'600519,贵州茅台,-0.98,480.24,6.03E+11
2017/7/31,'600519,贵州茅台,-2.7,481.22,6.05E+11
2017/7/28,'600519,贵州茅台,10.05,483.92,6.08E+11
2017/7/27,'600519,贵州茅台,2.24,473.87,5.95E+11
2017/7/26,'600519,贵州茅台,-6.33,471.63,5.92E+11
2017/7/25,'600519,贵州茅台,0.16,477.96,6.00E+11
2017/7/24,'600519,贵州茅台,4.6,477.8,6.00E+11
2017/7/21,'600519,贵州茅台,6.73,473.2,5.94E+11
2017/7/20,'600519,贵州茅台,9.61,466.47,5.86E+11
2017/7/19,'600519,贵州茅台,4.31,456.86,5.74E+11
2017/7/18,'600519,贵州茅台,2.48,452.55,5.68E+11
2017/7/17,'600519,贵州茅台,-6.34,450.07,5.65E+11
2017/7/14,'600519,贵州茅台,0.25,456.41,5.73E+11
2017/7/13,'600519,贵州茅台,-1.31,456.16,5.73E+11
2017/7/12,'600519,贵州茅台,-5.66,457.47,5.75E+11
2017/7/11,'600519,贵州茅台,8.66,463.13,5.82E+11
2017/7/10,'600519,贵州茅台,8.5,454.47,5.71E+11
2017/7/7,'600519,XD贵州茅,-3.22,445.97,5.60E+11
2017/7/6,'600519,贵州茅台,-4.15,455.98,5.73E+11
2017/7/5,'600519,贵州茅台,8.21,460.13,5.78E+11
2017/7/4,'600519,贵州茅台,-8.45,451.92,5.68E+11
2017/7/3,'600519,贵州茅台,-11.48,460.37,5.78E+11
2017/6/30,'600519,贵州茅台,-1.16,471.85,5.93E+11
2017/6/29,'600519,贵州茅台,-2.29,473.01,5.94E+11
2017/6/28,'600519,贵州茅台,-8.8,475.3,5.97E+11
2017/6/27,'600519,贵州茅台,-0.58,484.1,6.08E+11
2017/6/26,'600519,贵州茅台,11.95,484.68,6.09E+11
2017/6/23,'600519,贵州茅台,-0.02,472.73,5.94E+11
2017/6/22,'600519,贵州茅台,0.04,472.75,5.94E+11
2017/6/21,'600519,贵州茅台,6.41,472.71,5.94E+11
2017/6/20,'600519,贵州茅台,-3.87,466.3,5.86E+11
2017/6/19,'600519,贵州茅台,7.54,470.17,5.91E+11
2017/6/16,'600519,贵州茅台,-1.67,462.63,5.81E+11
2017/6/15,'600519,贵州茅台,-10.09,464.3,5.83E+11
2017/6/14,'600519,贵州茅台,1.35,474.39,5.96E+11
2017/6/13,'600519,贵州茅台,0.16,473.04,5.94E+11
2017/6/12,'600519,贵州茅台,7.14,472.88,5.94E+11
2017/6/9,'600519,贵州茅台,1.43,465.74,5.85E+11
2017/6/8,'600519,贵州茅台,4.94,464.31,5.83E+11
2017/6/7,'600519,贵州茅台,10.55,459.37,5.77E+11
2017/6/6,'600519,贵州茅台,4.41,448.82,5.64E+11
2017/6/5,'600519,贵州茅台,-2.9,444.41,5.58E+11
2017/6/2,'600519,贵州茅台,-1.97,447.31,5.62E+11
2017/6/1,'600519,贵州茅台,6.34,449.28,5.64E+11
2017/5/31,'600519,贵州茅台,-8.98,442.94,5.56E+11
2017/5/26,'600519,贵州茅台,1.32,451.92,5.68E+11
2017/5/25,'600519,贵州茅台,0.28,450.6,5.66E+11
2017/5/24,'600519,贵州茅台,-3.88,450.32,5.66E+11
2017/5/23,'600519,贵州茅台,12.42,454.2,5.71E+11
2017/5/22,'600519,贵州茅台,0.96,441.78,5.55E+11
2017/5/19,'600519,贵州茅台,11.28,440.82,5.54E+11
2017/5/18,'600519,贵州茅台,2.94,429.54,5.40E+11
2017/5/17,'600519,贵州茅台,-3.52,426.6,5.36E+11
